,1stFlrSF,2ndFlrSF,3SsnPorch,Alley,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Condition2,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fence,FireplaceQu,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GarageYrBlt,GrLivArea,HalfBath,Heating,HeatingQC,HouseStyle,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,LowQualFinSF,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscFeature,MiscVal,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,PoolQC,RoofMatl,RoofStyle,SaleCondition,SaleType,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold
160,1232,0,0,None,3,1Fam,TA,No,660.0,0.0,BLQ,Unf,0.0,0.0,Gd,572.0,Y,Norm,Norm,SBrkr,0,TA,TA,Plywood,Plywood,None,None,0,PConc,2,Typ,516.0,2.0,TA,Unf,TA,Attchd,1984.0,1232,0,GasA,TA,1Story,1,TA,Lvl,Gtl,11120,CulDSac,80.0,IR1,0,20,RL,0.0,None,None,0,6,Veenker,0,6,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,1232.0,0,1984,1984,2008
161,1572,1096,0,None,3,1Fam,TA,Av,1016.0,0.0,GLQ,Unf,1.0,0.0,Ex,556.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,Gd,2,PConc,2,Typ,726.0,3.0,TA,Fin,TA,BuiltIn,2003.0,2668,1,GasA,Ex,2Story,1,Ex,Lvl,Gtl,13688,Inside,110.0,IR1,0,60,RL,664.0,BrkFace,None,0,3,NridgHt,0,5,9,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,10,1572.0,400,2003,2004,2008
162,1541,0,0,None,3,1Fam,TA,Mn,1201.0,0.0,BLQ,Unf,0.0,0.0,Gd,340.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,532.0,2.0,TA,RFn,TA,Attchd,2005.0,1541,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,12182,Corner,95.0,Reg,0,20,RL,226.0,BrkFace,None,0,5,NridgHt,70,5,7,Y,0,None,CompShg,Gable,Partial,New,0,Pave,7,1541.0,0,2005,2005,2010
163,882,0,0,None,1,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,882.0,Y,Norm,Norm,SBrkr,0,TA,TA,MetalSd,MetalSd,MnPrv,None,0,CBlock,1,Typ,0.0,0.0,None,None,None,None,0.0,882,0,GasA,Ex,1.5Unf,1,TA,Lvl,Gtl,5500,Inside,55.0,Reg,0,45,RL,0.0,None,None,0,4,OldTown,0,6,4,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,4,882.0,0,1956,1956,2007
164,1149,467,0,Pave,3,1Fam,TA,Mn,370.0,0.0,LwQ,Unf,0.0,0.0,TA,779.0,Y,Norm,Norm,FuseA,183,Gd,TA,MetalSd,MetalSd,None,None,0,BrkTil,2,Typ,216.0,1.0,TA,Unf,TA,Detchd,1926.0,1616,0,GasA,Gd,1Story,1,Gd,Lvl,Gtl,5400,Corner,40.0,Reg,0,40,RM,0.0,None,None,0,10,OldTown,0,7,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,1149.0,0,1926,2004,2007
165,808,547,0,None,4,2fmCon,TA,No,351.0,181.0,ALQ,Rec,1.0,0.0,TA,112.0,Y,Norm,Norm,SBrkr,0,Gd,TA,Wd Sdng,Wd Sdng,None,None,0,BrkTil,2,Typ,0.0,0.0,None,None,None,None,0.0,1355,0,GasA,Gd,1.5Fin,2,TA,Lvl,Gtl,10106,Inside,62.0,Reg,0,190,RL,0.0,None,None,0,9,Edwards,0,7,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,644.0,140,1940,1999,2008
166,1867,0,0,None,2,1Fam,TA,No,379.0,768.0,LwQ,BLQ,1.0,0.0,TA,470.0,Y,Norm,Norm,FuseA,0,TA,Gd,Wd Sdng,Wd Sdng,GdWo,Gd,3,CBlock,1,Typ,303.0,1.0,TA,Fin,TA,Attchd,1955.0,1867,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,10708,Inside,80.5,IR1,0,20,RL,0.0,None,None,0,11,ClearCr,0,5,5,Y,0,None,CompShg,Hip,Normal,COD,142,Pave,7,1617.0,476,1955,1993,2009
167,1610,551,0,None,3,1Fam,TA,No,1288.0,0.0,GLQ,Unf,1.0,0.0,Ex,294.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,Gd,1,PConc,1,Typ,789.0,3.0,TA,Fin,TA,Attchd,2007.0,2161,1,GasA,Ex,2Story,1,Ex,Lvl,Gtl,10562,Inside,86.0,Reg,0,60,RL,300.0,Stone,None,0,11,NridgHt,120,5,8,Y,0,None,CompShg,Gable,Partial,New,0,Pave,8,1582.0,178,2007,2007,2007
168,840,880,0,None,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,840.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,440.0,2.0,TA,Fin,TA,Attchd,2004.0,1720,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,8244,Inside,62.0,IR1,0,60,RL,0.0,None,None,0,5,Gilbert,48,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,840.0,100,2004,2004,2007
169,1707,0,0,None,2,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,1686.0,Y,Norm,Norm,SBrkr,0,TA,Gd,Plywood,Plywood,None,TA,1,CBlock,2,Typ,511.0,2.0,TA,RFn,TA,Attchd,1981.0,1707,1,GasA,TA,1Story,1,TA,Lvl,Gtl,16669,Corner,82.0,IR1,0,20,RL,653.0,BrkFace,None,0,1,Timber,64,6,8,Y,0,None,WdShake,Hip,Normal,WD,0,Pave,6,1686.0,574,1981,1981,2006
170,854,0,0,None,2,1Fam,TA,No,360.0,0.0,Rec,Unf,0.0,0.0,TA,360.0,Y,Feedr,Norm,SBrkr,0,TA,TA,MetalSd,MetalSd,None,None,0,CBlock,1,Typ,660.0,2.0,TA,Unf,TA,Detchd,1991.0,1382,1,GasA,TA,1.5Fin,1,TA,Lvl,Gtl,12358,Inside,60.0,IR1,528,50,RM,0.0,None,None,0,5,OldTown,0,6,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,720.0,237,1941,1950,2007
171,1656,0,0,None,3,1Fam,Gd,Gd,639.0,0.0,BLQ,Unf,1.0,0.0,TA,441.0,Y,Norm,Norm,SBrkr,0,TA,TA,BrkFace,Plywood,None,Gd,2,CBlock,1,Typ,528.0,2.0,TA,Fin,TA,Attchd,1960.0,1656,0,GasA,Fa,1Story,1,TA,Lvl,Gtl,31770,Corner,141.0,IR1,0,20,RL,112.0,Stone,None,0,5,NAmes,62,5,6,P,0,None,CompShg,Hip,Normal,WD,0,Pave,7,1080.0,210,1960,1960,2010
172,1064,703,0,None,2,TwnhsE,Gd,No,495.0,215.0,GLQ,Rec,1.0,0.0,Gd,354.0,Y,Norm,Norm,SBrkr,0,Gd,Gd,HdBoard,HdBoard,None,TA,1,PConc,2,Typ,504.0,2.0,TA,RFn,Gd,Attchd,1987.0,1767,0,GasA,Gd,2Story,1,Gd,Lvl,Gtl,5306,Inside,44.0,IR1,0,160,RL,0.0,None,None,0,6,StoneBr,35,7,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,1064.0,441,1987,1987,2006
173,1362,0,0,None,3,1Fam,TA,No,288.0,374.0,ALQ,Rec,1.0,0.0,TA,700.0,Y,Norm,Norm,SBrkr,0,TA,TA,WdShing,Wd Shng,None,TA,1,CBlock,1,Typ,504.0,2.0,TA,Unf,TA,Attchd,1961.0,1362,1,GasA,TA,1Story,1,TA,Lvl,Gtl,10197,Inside,80.0,IR1,0,20,RL,491.0,BrkCmn,None,0,6,NAmes,20,5,6,Y,0,None,CompShg,Gable,Normal,COD,0,Pave,6,1362.0,0,1961,1961,2008
174,1651,0,0,None,3,1Fam,Fa,No,1398.0,208.0,ALQ,LwQ,1.0,0.0,Gd,0.0,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,Plywood,None,TA,1,CBlock,2,Min2,616.0,2.0,TA,Fin,TA,Attchd,1986.0,1651,0,GasA,TA,1Story,1,TA,Lvl,Gtl,12416,Inside,47.0,IR1,0,20,RL,132.0,Stone,None,0,11,Timber,0,5,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,1606.0,192,1986,1986,2008
175,2158,0,0,None,4,1Fam,Gd,Av,477.0,0.0,ALQ,Unf,1.0,0.0,TA,725.0,Y,Norm,Norm,SBrkr,39,TA,TA,WdShing,Wd Shng,MnPrv,Gd,1,CBlock,2,Typ,576.0,2.0,TA,Unf,TA,Attchd,1950.0,2158,0,GasA,TA,1Story,1,Gd,Lvl,Gtl,12615,Corner,84.0,Reg,0,20,RL,0.0,None,None,0,6,Edwards,29,7,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,1202.0,0,1950,2001,2007
176,1164,896,0,None,4,1Fam,TA,No,831.0,0.0,GLQ,Unf,0.0,1.0,Gd,320.0,Y,Norm,Norm,SBrkr,0,TA,Gd,Plywood,Plywood,None,TA,1,PConc,2,Typ,521.0,2.0,TA,Unf,TA,Attchd,1988.0,2060,1,GasA,TA,2Story,1,TA,Lvl,Gtl,10029,Corner,97.0,IR1,0,60,RL,268.0,BrkFace,None,0,9,ClearCr,228,5,6,Y,0,None,CompShg,Gable,Normal,WD,192,Pave,8,1151.0,0,1988,1989,2007
177,1252,668,0,None,4,1Fam,TA,No,57.0,441.0,ALQ,BLQ,1.0,0.0,TA,554.0,Y,Norm,Norm,SBrkr,0,Gd,Gd,MetalSd,MetalSd,None,Gd,1,CBlock,2,Typ,451.0,2.0,TA,Unf,TA,Attchd,1958.0,1920,0,GasA,Ex,1.5Fin,1,Gd,Lvl,Gtl,13650,Inside,72.0,Reg,0,50,RL,0.0,None,None,0,7,Sawyer,0,5,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,8,1052.0,0,1958,1958,2006
178,2234,0,0,None,1,1Fam,TA,No,1904.0,0.0,GLQ,Unf,1.0,0.0,Ex,312.0,Y,Norm,Norm,SBrkr,0,TA,Ex,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,1166.0,3.0,TA,Fin,TA,Attchd,2009.0,2234,0,GasA,Ex,1Story,1,Ex,Lvl,Gtl,17423,CulDSac,63.0,IR1,0,20,RL,748.0,Stone,None,0,7,StoneBr,60,5,9,Y,0,None,CompShg,Hip,Partial,New,0,Pave,9,2216.0,0,2008,2009,2009
179,968,0,0,None,2,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,968.0,Y,Norm,Norm,SBrkr,184,TA,Gd,Wd Sdng,Wd Sdng,None,None,0,CBlock,1,Typ,480.0,2.0,TA,Unf,Fa,Detchd,1935.0,968,0,GasA,TA,1Story,1,TA,Lvl,Gtl,8520,Inside,60.0,Reg,0,30,RM,0.0,None,None,0,7,OldTown,0,6,5,N,0,None,CompShg,Gable,Normal,WD,0,Pave,5,968.0,0,1923,2006,2007
180,769,756,0,None,3,Twnhs,TA,No,436.0,0.0,GLQ,Unf,0.0,0.0,Gd,320.0,Y,Norm,Norm,SBrkr,0,TA,Gd,MetalSd,MetalSd,None,TA,1,PConc,2,Typ,440.0,2.0,TA,Unf,TA,Detchd,2000.0,1525,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,2117,Inside,72.5,Reg,0,160,FV,456.0,BrkFace,None,0,6,Somerst,0,5,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,756.0,0,2000,2000,2007
181,901,901,0,None,4,1Fam,TA,No,352.0,0.0,LwQ,Unf,0.0,0.0,Fa,441.0,Y,Norm,Norm,SBrkr,40,TA,TA,Stucco,Stucco,None,Gd,1,BrkTil,1,Typ,216.0,1.0,TA,Unf,Fa,Detchd,1920.0,1802,1,GasA,Gd,2Story,1,TA,Lvl,Gtl,7588,Inside,54.0,Reg,0,70,RL,0.0,None,None,0,7,Crawfor,0,6,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,9,793.0,0,1920,1950,2006
182,1340,0,180,None,3,1Fam,None,None,0.0,0.0,None,None,0.0,0.0,None,0.0,Y,Artery,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,MnPrv,Gd,1,PConc,1,Typ,252.0,1.0,TA,RFn,TA,Attchd,1957.0,1340,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,9060,Inside,60.0,Reg,0,20,RL,98.0,BrkFace,None,0,6,Edwards,0,6,5,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,7,0.0,116,1957,2006,2007
183,1362,720,0,None,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,1362.0,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,None,None,0,PConc,2,Mod,484.0,2.0,TA,Unf,TA,Detchd,2003.0,2082,1,GasA,Ex,1.5Fin,1,Gd,Lvl,Gtl,11426,Inside,63.0,Reg,0,50,RM,0.0,None,None,0,6,OldTown,238,5,7,N,0,None,CompShg,Gable,Normal,WD,0,Pave,6,1362.0,280,2003,2003,2008
184,936,316,0,None,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Fa,504.0,Y,RRAn,Feedr,SBrkr,0,TA,TA,AsbShng,Plywood,MnPrv,None,0,PConc,1,Typ,576.0,2.0,TA,Unf,TA,Attchd,1986.0,1252,0,GasA,Gd,1.5Fin,1,TA,Lvl,Gtl,7438,Inside,92.0,IR1,0,50,RL,0.0,None,None,0,6,BrkSide,0,8,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,504.0,104,1908,1991,2006
185,1518,1518,0,None,4,1Fam,TA,Mn,0.0,0.0,Unf,Unf,0.0,0.0,TA,1107.0,Y,Artery,Norm,SBrkr,0,Gd,Gd,Wd Sdng,Wd Sdng,GdPrv,TA,2,BrkTil,2,Typ,840.0,3.0,TA,Unf,Ex,Detchd,1993.0,3608,1,GasA,Ex,2.5Fin,1,Ex,Lvl,Gtl,22950,Inside,90.0,IR2,572,75,RM,0.0,None,None,0,6,OldTown,260,9,10,Y,0,None,WdShngl,Gable,Normal,WD,410,Pave,12,1107.0,0,1892,1993,2006
186,1217,0,0,None,3,1Fam,TA,Av,611.0,0.0,GLQ,Unf,1.0,0.0,Gd,577.0,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,GdPrv,None,0,PConc,2,Typ,497.0,2.0,TA,Unf,TA,Attchd,1990.0,1217,0,GasA,Ex,SLvl,1,Gd,Lvl,Gtl,9947,CulDSac,74.0,IR1,0,80,RL,0.0,None,None,0,6,Mitchel,27,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,1188.0,168,1990,1991,2009
187,808,704,140,None,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Fa,660.0,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,MnPrv,None,0,CBlock,2,Min2,180.0,1.0,Fa,Unf,Fa,Detchd,1916.0,1656,1,GasA,Ex,1.5Fin,1,TA,Lvl,Gtl,10410,Inside,60.0,Reg,144,50,RL,0.0,None,None,0,8,OldTown,0,7,5,N,0,None,CompShg,Gable,Normal,WD,0,Pave,8,660.0,0,1916,1987,2009
188,1224,0,0,None,2,Duplex,TA,Av,1086.0,0.0,GLQ,Unf,2.0,0.0,Gd,0.0,Y,Feedr,Norm,SBrkr,0,TA,TA,Plywood,Plywood,None,TA,2,CBlock,0,Typ,528.0,2.0,TA,Unf,TA,Detchd,1979.0,1224,2,GasA,TA,SFoyer,2,TA,Bnk,Gtl,7018,Inside,64.0,Reg,0,90,RL,275.0,Stone,None,0,6,SawyerW,0,5,5,Y,0,None,CompShg,Gable,Alloca,WD,0,Pave,6,1086.0,120,1979,1979,2009
189,1593,0,0,None,0,TwnhsE,TA,Av,1153.0,0.0,GLQ,Unf,1.0,0.0,Ex,440.0,Y,Norm,Norm,SBrkr,0,TA,Gd,CemntBd,CmentBd,None,Gd,1,PConc,1,Typ,682.0,2.0,TA,Fin,TA,Attchd,2001.0,1593,1,GasA,Ex,1Story,1,Ex,Lvl,Gtl,4923,Inside,41.0,Reg,0,120,RL,0.0,None,None,0,8,StoneBr,120,5,8,Y,0,None,CompShg,Gable,Normal,WD,224,Pave,5,1593.0,0,2001,2002,2008
190,1549,1178,0,None,3,1Fam,Gd,No,297.0,0.0,Rec,Unf,0.0,0.0,Gd,556.0,Y,Norm,Norm,SBrkr,0,TA,Gd,BrkFace,BrkFace,None,TA,2,CBlock,2,Maj1,440.0,2.0,TA,Unf,TA,Detchd,1932.0,2727,1,GasA,TA,2Story,1,Gd,Bnk,Mod,10570,Inside,70.0,Reg,0,70,RL,0.0,None,None,0,12,Crawfor,74,8,8,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,10,853.0,0,1932,1994,2007
191,725,754,0,None,4,1Fam,TA,No,626.0,0.0,ALQ,Unf,1.0,0.0,TA,99.0,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,None,None,0,CBlock,1,Typ,484.0,2.0,TA,Fin,TA,Attchd,1972.0,1479,1,GasA,Gd,2Story,1,Gd,Lvl,Gtl,7472,CulDSac,73.0,IR1,0,60,RL,138.0,BrkFace,None,0,6,NAmes,32,9,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,725.0,0,1972,2004,2007
192,1431,0,0,None,3,1Fam,TA,Av,560.0,0.0,GLQ,Unf,1.0,0.0,Gd,871.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,None,0,PConc,2,Typ,666.0,2.0,TA,Fin,TA,Attchd,1999.0,1431,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,9017,Inside,68.0,IR1,0,20,RL,0.0,None,None,0,9,CollgCr,35,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,1431.0,0,1999,1999,2009
193,970,739,0,None,3,Twnhs,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,970.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,None,0,PConc,2,Maj1,380.0,2.0,TA,Unf,TA,Detchd,2004.0,1709,0,GasA,Ex,2Story,1,Gd,Lvl,Gtl,2522,Inside,24.0,Reg,0,160,RM,50.0,Stone,None,0,5,Edwards,40,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,970.0,0,2004,2004,2006
194,864,0,0,None,3,1Fam,TA,Av,390.0,0.0,ALQ,Unf,0.0,0.0,TA,474.0,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,None,None,0,CBlock,1,Typ,352.0,1.0,TA,Unf,TA,Detchd,1989.0,864,0,GasA,TA,1Story,1,TA,Lvl,Gtl,7180,Inside,60.0,IR1,0,20,RL,0.0,None,None,0,5,CollgCr,0,7,5,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,5,864.0,0,1972,1972,2008
195,855,601,0,None,3,Twnhs,TA,No,566.0,0.0,ALQ,Unf,0.0,0.0,Gd,289.0,Y,Norm,Norm,SBrkr,0,TA,TA,Plywood,Brk Cmn,None,TA,1,CBlock,2,Typ,440.0,2.0,TA,Unf,TA,Attchd,1976.0,1456,1,GasA,TA,2Story,1,TA,Lvl,Gtl,2280,FR2,24.0,Reg,0,160,RL,0.0,None,None,0,7,NPkVill,0,6,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,855.0,87,1976,1976,2009
196,1726,0,0,None,3,1Fam,TA,No,1126.0,0.0,GLQ,Unf,1.0,0.0,Ex,600.0,Y,Norm,Norm,SBrkr,0,TA,Ex,CemntBd,CmentBd,None,Gd,1,PConc,2,Typ,786.0,3.0,TA,Fin,TA,Attchd,2007.0,1726,0,GasA,Ex,1Story,1,Ex,Lvl,Gtl,9416,Inside,79.0,Reg,0,20,RL,205.0,Stone,None,0,9,Somerst,138,5,7,Y,0,None,CompShg,Hip,Partial,New,266,Pave,8,1726.0,171,2007,2007,2007
197,1360,1360,0,None,4,1Fam,TA,No,1036.0,184.0,GLQ,LwQ,1.0,1.0,TA,140.0,Y,Artery,Norm,SBrkr,552,Gd,Gd,Stucco,Stucco,GdPrv,Ex,1,PConc,2,Typ,795.0,2.0,TA,Unf,TA,Detchd,1918.0,3112,0,GasA,Gd,2Story,1,Gd,Lvl,Gtl,25419,Corner,174.0,Reg,392,75,RL,0.0,None,None,0,3,NAmes,16,4,8,Y,512,Ex,CompShg,Gable,Abnorml,WD,0,Pave,8,1360.0,0,1918,1990,2006
198,929,929,0,None,5,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,755.0,Y,Norm,Norm,SBrkr,30,TA,TA,Wd Sdng,Wd Sdng,MnPrv,None,0,CBlock,1,Typ,0.0,0.0,None,None,None,None,0.0,2229,0,GasA,Ex,2.5Fin,1,TA,Lvl,Gtl,5520,Corner,92.0,Reg,371,75,RM,0.0,None,None,0,7,OldTown,198,6,6,Y,0,None,CompShg,Gable,Abnorml,WD,0,Pave,8,755.0,0,1912,1950,2009
199,1713,0,0,None,3,1Fam,TA,Av,1088.0,0.0,GLQ,Unf,1.0,0.0,Ex,625.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,856.0,3.0,TA,Fin,TA,Attchd,2004.0,1713,0,GasA,Ex,1Story,1,Ex,Lvl,Gtl,9591,Inside,76.0,Reg,0,20,RL,262.0,BrkFace,None,0,1,NridgHt,26,5,8,Y,0,None,CompShg,Hip,Normal,WD,170,Pave,7,1713.0,0,2004,2005,2009
200,1121,0,0,None,2,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,1121.0,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,None,None,0,PConc,2,Typ,440.0,2.0,TA,RFn,TA,Attchd,2003.0,1121,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,8546,Corner,80.0,Reg,0,20,RM,0.0,None,None,0,3,Edwards,64,5,4,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,1121.0,132,2003,2004,2010
201,1279,0,0,None,3,1Fam,TA,No,641.0,279.0,ALQ,LwQ,0.0,1.0,TA,276.0,Y,Norm,Norm,SBrkr,0,TA,TA,Plywood,Plywood,MnPrv,Fa,2,CBlock,2,Typ,473.0,2.0,TA,Unf,TA,Detchd,1980.0,1279,0,GasA,TA,1Story,1,TA,Lvl,Gtl,10125,Inside,75.0,Reg,0,20,RL,0.0,None,None,0,2,Mitchel,83,6,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,1196.0,238,1977,1977,2008
202,865,445,0,None,2,1Fam,TA,No,617.0,0.0,LwQ,Unf,0.0,0.0,Fa,0.0,Y,Artery,Norm,SBrkr,126,Gd,TA,MetalSd,MetalSd,None,None,0,BrkTil,2,Min1,398.0,1.0,TA,Unf,TA,Attchd,1924.0,1310,0,GasA,Gd,1.5Fin,1,TA,Lvl,Gtl,7000,Corner,50.0,Reg,0,50,RL,0.0,None,None,0,5,OldTown,0,6,6,Y,0,None,CompShg,Gable,Normal,COD,0,Pave,6,617.0,0,1924,1950,2006
203,848,0,0,None,1,TwnhsE,TA,Av,662.0,0.0,GLQ,Unf,1.0,0.0,Gd,186.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,Gd,1,PConc,1,Typ,420.0,2.0,TA,RFn,TA,Attchd,2004.0,848,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,4438,Inside,70.0,Reg,0,120,RM,205.0,BrkFace,None,0,1,CollgCr,0,5,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,3,848.0,149,2004,2004,2008
204,720,564,0,Grvl,2,1Fam,TA,No,312.0,0.0,LwQ,Unf,0.0,0.0,TA,408.0,Y,Norm,Norm,SBrkr,0,TA,TA,AsbShng,AsbShng,MnWw,None,0,CBlock,1,Typ,240.0,1.0,TA,Unf,TA,Detchd,1948.0,1284,1,GasA,TA,1.5Fin,1,TA,Lvl,Gtl,3500,Inside,50.0,Reg,0,50,RM,0.0,None,None,0,4,OldTown,35,7,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,720.0,0,1947,1950,2009
205,1442,0,508,None,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,1424.0,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,None,None,0,PConc,2,Typ,500.0,2.0,TA,RFn,TA,Attchd,1990.0,1442,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,11851,Corner,99.0,Reg,0,20,RL,0.0,None,None,0,5,Gilbert,34,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,1424.0,0,1990,1990,2009
206,1696,0,0,None,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,1140.0,Y,RRAe,Norm,SBrkr,0,Gd,TA,HdBoard,HdBoard,None,TA,1,CBlock,1,Min2,349.0,1.0,TA,RFn,TA,Attchd,1962.0,1696,1,GasA,TA,1Story,1,TA,Lvl,Gtl,13673,CulDSac,40.0,IR1,0,20,RL,0.0,None,None,0,3,Sawyer,30,5,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,8,1140.0,0,1962,1962,2007
207,1100,0,0,None,3,1Fam,TA,No,419.0,306.0,ALQ,Rec,1.0,0.0,TA,375.0,Y,Norm,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,GdWo,Po,1,PConc,1,Typ,312.0,1.0,TA,RFn,TA,Attchd,1960.0,1100,0,GasA,TA,1Story,1,TA,Lvl,Gtl,12493,Inside,73.0,IR1,0,20,RL,0.0,None,None,0,4,NAmes,0,5,4,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,1100.0,355,1960,1960,2008
208,1180,882,0,None,3,1Fam,TA,Gd,1065.0,0.0,GLQ,Unf,1.0,0.0,Gd,92.0,Y,Norm,Norm,SBrkr,0,TA,Gd,Plywood,Plywood,None,Gd,1,CBlock,2,Typ,454.0,2.0,TA,Fin,TA,Attchd,1988.0,2062,1,GasA,Ex,2Story,1,TA,Low,Mod,14364,Inside,67.0,IR1,0,60,RL,128.0,BrkFace,None,0,4,SawyerW,55,5,7,Y,0,None,CompShg,Gable,Normal,WD,154,Pave,7,1157.0,60,1988,1989,2007
209,1092,0,0,None,3,1Fam,TA,No,787.0,0.0,Rec,Unf,1.0,0.0,Gd,305.0,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,MnPrv,None,0,CBlock,1,Typ,504.0,2.0,Gd,RFn,TA,Attchd,1964.0,1092,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,8250,Inside,75.0,Reg,0,20,RL,260.0,Stone,None,0,7,NAmes,0,7,6,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,6,1092.0,0,1964,1964,2008
